"KorhazRovid";"Korhaz";"SzakmaKod";"SzakmaMegnev";"OsszesAgy";"MukodoIAgy";"MukodoIIAgy";"TartoSzuneteloAgy";"OsszesAtlagAgy";"MukodoAtlagAgy";"ElbocsatottBetegSzam";"EltavozottBetegSzam";"MasOsztalyBetegSzam";"MeghaltBetegSzam";"EgynaposEsetSzam";"TeljesithetoApolasiNapSzam";"TeljesitettApolasiNapSzam";"ApolasAtlTartam";"Agykihasznalas";"Halalozas";"Ev";"Fenntarto"
"9512";"9512 Budai MÁV Kórház";"02";"Sebészet";60;60;60;0;60;60;2547;2186;347;14;0;21900;16138;6,34;73,69;0,55;2006;"MÁV kórházak"
"9512";"9512 Budai MÁV Kórház";"09";"Neurológia";35;35;35;0;35;35;1025;630;395;0;0;12775;11544;11,26;90,36;0;2006;"MÁV kórházak"
"9512";"9512 Budai MÁV Kórház";"15";"Aneszteziológiai és intenzív betegellátás";7;7;7;0;7;7;371;14;316;41;0;2555;1569;4,23;61,41;11,05;2006;"MÁV kórházak"
"9512";"9512 Budai MÁV Kórház";"19";"Tüdogyógyászat";120;120;120;0;120;120;3519;3291;155;73;0;43800;32805;9,32;74,9;2,07;2006;"MÁV kórházak"
"9521";"9521 MÁV Kórház és Rendelointézet, Szolnok";"01";"Belgyógyászat";50;50;50;0;50;50;2031;1988;36;7;0;18250;14621;7,2;80,12;0,34;2006;"MÁV kórházak"
"9521";"9521 MÁV Kórház és Rendelointézet, Szolnok";"02";"Sebészet";30;30;30;0;30;30;1066;1058;8;0;0;10950;6035;5,66;55,11;0;2006;"MÁV kórházak"
"9521";"9521 MÁV Kórház és Rendelointézet, Szolnok";"09";"Neurológia";25;25;25;0;25;25;1124;1121;3;0;0;9125;8094;7,2;88,7;0;2006;"MÁV kórházak"
"9521";"9521 MÁV Kórház és Rendelointézet, Szolnok";"10";"Ortopédia-traumatológia";30;30;30;0;30;30;1030;1024;5;1;1;10950;8350;8,11;76,26;0,1;2006;"MÁV kórházak"
"9521";"9521 MÁV Kórház és Rendelointézet, Szolnok";"11";"Urológia";25;25;25;0;25;25;1403;1399;3;1;104;9125;4921;3,51;53,93;0,07;2006;"MÁV kórházak"
"9521";"9521 MÁV Kórház és Rendelointézet, Szolnok";"14";"Reumatológia";64;64;64;0;64;64;2159;2150;9;0;0;23360;21769;10,08;93,19;0;2006;"MÁV kórházak"
"9521";"9521 MÁV Kórház és Rendelointézet, Szolnok";"15";"Aneszteziológiai és intenzív betegellátás";0;0;0;0;2;2;4;1;2;1;0;724;12;3;1,66;25;2006;"MÁV kórházak"
"0101";"0101 Fovárosi Szent Imre KH-RI";"09";"Neurológia";36;36;36;0;40,9;40,9;1907;1592;239;76;0;14940;12207;6,4;81,71;3,99;2007;"Önkormányzati kórházak"
"0101";"0101 Fovárosi Szent Imre KH-RI";"15";"Aneszteziológiai és intenzív betegellátás";18;18;18;0;18;18;1160;99;827;234;0;6570;5082;4,38;77,35;20,17;2007;"Önkormányzati kórházak"
"0101";"0101 Fovárosi Szent Imre KH-RI";"17";"Sürgosségi betegellátás";15;15;15;0;12,5;12,5;1526;1436;5;85;0;4575;1537;1,01;33,6;5,57;2007;"Önkormányzati kórházak"
"0101";"0101 Fovárosi Szent Imre KH-RI";"18";"Pszichiátria";40;40;40;0;40;40;834;704;109;21;0;14600;10925;13,1;74,83;2,52;2007;"Önkormányzati kórházak"
"0101";"0101 Fovárosi Szent Imre KH-RI";"91";"Belgyógyászati típusú mátrix";280;280;280;0;294,8;294,8;13279;11467;1387;425;3;107600;77419;5,83;71,95;3,2;2007;"Önkormányzati kórházak"
"0101";"0101 Fovárosi Szent Imre KH-RI";"92";"Sebészeti típusú mátrix";152;152;152;0;159,4;159,4;14485;13954;453;78;2049;58180;48114;3,32;82,7;0,54;2007;"Önkormányzati kórházak"
"0106";"0106 Fovárosi Szent János KH-RI";"01";"Belgyógyászat";176;176;176;0;185,6;185,6;7630;6385;821;424;36;67747;50748;6,65;74,91;5,56;2007;"Önkormányzati kórházak"
"0106";"0106 Fovárosi Szent János KH-RI";"02";"Sebészet";130;130;130;0;139,3;139,3;6553;5963;454;136;251;50850;33727;5,15;66,33;2,08;2007;"Önkormányzati kórházak"
"0106";"0106 Fovárosi Szent János KH-RI";"03";"Ortopédia-traumatológia";135;135;135;0;150,2;150,2;5514;4979;471;64;93;54815;31101;5,64;56,74;1,16;2007;"Önkormányzati kórházak"
"0106";"0106 Fovárosi Szent János KH-RI";"04";"Szülészet-nogyógyászat";55;55;55;0;53,8;53,8;5783;5763;20;0;2198;19625;16571;2,87;84,44;0;2007;"Önkormányzati kórházak"
"0106";"0106 Fovárosi Szent János KH-RI";"05";"Csecsemo- és gyermekgyógyászat";55;55;55;0;41,5;41,5;3129;3061;59;9;0;15145;16016;5,12;105,75;0,29;2007;"Önkormányzati kórházak"
"0106";"0106 Fovárosi Szent János KH-RI";"06";"Fül-orr-gégegyógyászat";22;22;22;0;24,5;24,5;1383;1369;11;3;0;8930;5149;3,72;57,66;0,22;2007;"Önkormányzati kórházak"
"0106";"0106 Fovárosi Szent János KH-RI";"07";"Szemészet";20;20;20;0;20,3;20,3;1572;1569;3;0;5;7390;2701;1,72;36,55;0;2007;"Önkormányzati kórházak"
"0106";"0106 Fovárosi Szent János KH-RI";"09";"Neurológia";52;52;52;0;48,6;48,6;1664;1373;193;98;0;17720;13099;7,87;73,92;5,89;2007;"Önkormányzati kórházak"
"0106";"0106 Fovárosi Szent János KH-RI";"10";"Ortopédia-traumatológia";28;28;28;0;28,5;28,5;976;905;71;0;17;10400;7975;8,17;76,68;0;2007;"Önkormányzati kórházak"
"0106";"0106 Fovárosi Szent János KH-RI";"11";"Urológia";30;30;30;0;30;30;1673;1624;41;8;299;10950;9254;5,53;84,51;0,48;2007;"Önkormányzati kórházak"
"0106";"0106 Fovárosi Szent János KH-RI";"13";"Fog- és szájsebészet";8;8;8;0;8;8;372;365;7;0;0;2920;1462;3,93;50,07;0;2007;"Önkormányzati kórházak"
"0106";"0106 Fovárosi Szent János KH-RI";"15";"Aneszteziológiai és intenzív betegellátás";15;15;15;0;18;18;763;64;566;133;2;6555;3540;4,64;54;17,43;2007;"Önkormányzati kórházak"
"0106";"0106 Fovárosi Szent János KH-RI";"18";"Pszichiátria";66;66;66;0;63,5;63,5;935;476;442;17;0;23190;15464;16,54;66,68;1,82;2007;"Önkormányzati kórházak"
"0106";"0106 Fovárosi Szent János KH-RI";"19";"Tüdogyógyászat";0;0;0;0;13,6;13,6;0;0;0;0;0;4950;0;NA;0;NA;2007;"Önkormányzati kórházak"
"0107";"0107 Fovárosi Szent Margit KH-RI";"01";"Belgyógyászat";140;140;140;0;154,3;154,3;5666;4280;1101;285;0;56320;42147;7,44;74,83;5,03;2007;"Önkormányzati kórházak"
"0107";"0107 Fovárosi Szent Margit KH-RI";"02";"Sebészet";0;0;0;0;13,3;13,3;544;471;67;6;15;4860;4055;7,45;83,44;1,1;2007;"Önkormányzati kórházak"
"0107";"0107 Fovárosi Szent Margit KH-RI";"04";"Szülészet-nogyógyászat";0;0;0;0;17,3;17,3;1166;1162;4;0;238;6300;3730;3,2;59,21;0;2007;"Önkormányzati kórházak"
"0107";"0107 Fovárosi Szent Margit KH-RI";"05";"Csecsemo- és gyermekgyógyászat";0;0;0;0;2,5;2,5;83;81;2;0;0;900;555;6,69;61,67;0;2007;"Önkormányzati kórházak"
"0107";"0107 Fovárosi Szent Margit KH-RI";"09";"Neurológia";0;0;0;0;11,1;11,1;297;214;68;15;0;4050;2827;9,52;69,8;5,05;2007;"Önkormányzati kórházak"
"0107";"0107 Fovárosi Szent Margit KH-RI";"12";"Onkológia, onkoradiológia";42;42;42;0;45,2;45,2;2455;2328;50;77;0;16500;9671;3,94;58,61;3,14;2007;"Önkormányzati kórházak"
"0107";"0107 Fovárosi Szent Margit KH-RI";"15";"Aneszteziológiai és intenzív betegellátás";6;6;6;0;6;6;222;23;129;70;0;2190;987;4,45;45,07;31,53;2007;"Önkormányzati kórházak"
"0109";"0109 Fovárosi Szent István KH-RI";"01";"Belgyógyászat";300;300;300;0;240,9;240,9;6657;5664;532;461;0;87940;60956;9,16;69,32;6,93;2007;"Önkormányzati kórházak"
"0109";"0109 Fovárosi Szent István KH-RI";"02";"Sebészet";71;71;71;0;74;74;2310;2052;158;100;0;26995;15685;6,79;58,1;4,33;2007;"Önkormányzati kórházak"
"0109";"0109 Fovárosi Szent István KH-RI";"03";"Ortopédia-traumatológia";140;140;140;0;142,7;142,7;5758;5173;410;175;4;52090;36917;6,41;70,87;3,04;2007;"Önkormányzati kórházak"
"0109";"0109 Fovárosi Szent István KH-RI";"04";"Szülészet-nogyógyászat";72;72;72;0;73;73;7716;7683;22;11;1652;26640;27669;3,59;103,86;0,14;2007;"Önkormányzati kórházak"
"0109";"0109 Fovárosi Szent István KH-RI";"05";"Csecsemo- és gyermekgyógyászat";60;60;60;0;30,2;30,2;2555;2528;27;0;0;11040;6858;2,68;62,12;0;2007;"Önkormányzati kórházak"
"0109";"0109 Fovárosi Szent István KH-RI";"06";"Fül-orr-gégegyógyászat";25;25;25;0;23,8;23,8;1387;1372;11;4;1;8675;4874;3,51;56,18;0,29;2007;"Önkormányzati kórházak"
"0109";"0109 Fovárosi Szent István KH-RI";"07";"Szemészet";15;15;15;0;16,2;16,2;1608;1602;6;0;410;5925;3208;2;54,14;0;2007;"Önkormányzati kórházak"
"0109";"0109 Fovárosi Szent István KH-RI";"08";"Bor- és nemibeteg";30;30;30;0;37,4;37,4;927;893;33;1;0;13650;5943;6,41;43,54;0,11;2007;"Önkormányzati kórházak"
"0109";"0109 Fovárosi Szent István KH-RI";"09";"Neurológia";50;50;50;0;59,9;59,9;1357;1173;150;34;0;21850;12240;9,02;56,02;2,51;2007;"Önkormányzati kórházak"
"0109";"0109 Fovárosi Szent István KH-RI";"11";"Urológia";20;20;20;0;20,5;20,5;925;906;16;3;325;7480;2675;2,89;35,76;0,32;2007;"Önkormányzati kórházak"
"0109";"0109 Fovárosi Szent István KH-RI";"12";"Onkológia, onkoradiológia";38;38;38;0;19,2;19,2;4149;4122;17;10;0;6992;7534;1,82;107,75;0,24;2007;"Önkormányzati kórházak"
"0109";"0109 Fovárosi Szent István KH-RI";"13";"Fog- és szájsebészet";10;10;10;0;11,5;11,5;560;552;6;2;0;4190;2479;4,43;59,16;0,36;2007;"Önkormányzati kórházak"
"0109";"0109 Fovárosi Szent István KH-RI";"15";"Aneszteziológiai és intenzív betegellátás";22;22;22;0;16,1;16,1;383;104;160;119;0;5856;2782;7,26;47,51;31,07;2007;"Önkormányzati kórházak"
"0109";"0109 Fovárosi Szent István KH-RI";"16";"Infektológia";320;300;300;20;161,3;139,9;2670;2471;90;109;0;51069;18851;7,06;36,91;4,08;2007;"Önkormányzati kórházak"
"0109";"0109 Fovárosi Szent István KH-RI";"18";"Pszichiátria";30;30;30;0;37,4;37,4;560;253;292;15;0;13650;11912;21,27;87,27;2,68;2007;"Önkormányzati kórházak"
"0112";"0112 Fovárosi Bajcsy-Zsilinszky KH-RI";"01";"Belgyógyászat";213;213;213;0;218,6;218,6;9460;8135;821;504;229;79800;59289;6,27;74,3;5,33;2007;"Önkormányzati kórházak"
"0112";"0112 Fovárosi Bajcsy-Zsilinszky KH-RI";"02";"Sebészet";75;75;75;0;75;75;3558;2963;539;56;177;27375;20430;5,74;74,63;1,57;2007;"Önkormányzati kórházak"
"0112";"0112 Fovárosi Bajcsy-Zsilinszky KH-RI";"04";"Szülészet-nogyógyászat";20;20;20;0;26,2;26,2;3896;3881;15;0;1440;9550;10521;2,7;110,17;0;2007;"Önkormányzati kórházak"
"0112";"0112 Fovárosi Bajcsy-Zsilinszky KH-RI";"06";"Fül-orr-gégegyógyászat";25;25;25;0;26,2;26,2;1721;1696;18;7;6;9575;4901;2,85;51,19;0,41;2007;"Önkormányzati kórházak"
"0112";"0112 Fovárosi Bajcsy-Zsilinszky KH-RI";"07";"Szemészet";20;20;20;0;21,2;21,2;1573;1566;7;0;49;7750;2791;1,77;36,01;0;2007;"Önkormányzati kórházak"
"0112";"0112 Fovárosi Bajcsy-Zsilinszky KH-RI";"09";"Neurológia";30;30;30;0;31,3;31,3;1394;1141;163;90;0;11415;9235;6,62;80,9;6,46;2007;"Önkormányzati kórházak"
"0112";"0112 Fovárosi Bajcsy-Zsilinszky KH-RI";"11";"Urológia";25;25;25;0;26,2;26,2;1396;1345;47;4;174;9575;5849;4,19;61,09;0,29;2007;"Önkormányzati kórházak"
"0112";"0112 Fovárosi Bajcsy-Zsilinszky KH-RI";"12";"Onkológia, onkoradiológia";15;15;15;0;15;15;1089;1084;4;1;0;5475;2211;2,03;40,38;0,09;2007;"Önkormányzati kórházak"
"0112";"0112 Fovárosi Bajcsy-Zsilinszky KH-RI";"15";"Aneszteziológiai és intenzív betegellátás";8;8;8;0;8;8;675;28;540;107;0;2920;2446;3,62;83,77;15,85;2007;"Önkormányzati kórházak"
"0112";"0112 Fovárosi Bajcsy-Zsilinszky KH-RI";"18";"Pszichiátria";45;45;45;0;47,4;47,4;904;816;87;1;0;17310;7883;8,72;45,54;0,11;2007;"Önkormányzati kórházak"
"0115";"0115 Fovárosi Jáhn Ferenc Dél-Pesti Kórháza";"01";"Belgyógyászat";270;270;270;0;288,4;288,4;11395;8958;1604;833;5;105266;89285;7,84;84,82;7,31;2007;"Önkormányzati kórházak"
"0115";"0115 Fovárosi Jáhn Ferenc Dél-Pesti Kórháza";"02";"Sebészet";50;50;50;0;52;52;2513;1884;579;50;5;18980;13819;5,5;72,81;1,99;2007;"Önkormányzati kórházak"
"0115";"0115 Fovárosi Jáhn Ferenc Dél-Pesti Kórháza";"04";"Szülészet-nogyógyászat";47;47;47;0;50,2;50,2;5314;5285;28;1;1744;18325;13734;2,58;74,95;0,02;2007;"Önkormányzati kórházak"
"0115";"0115 Fovárosi Jáhn Ferenc Dél-Pesti Kórháza";"05";"Csecsemo- és gyermekgyógyászat";20;20;20;0;20;20;615;611;1;3;0;7300;5271;8,57;72,21;0,49;2007;"Önkormányzati kórházak"
"0115";"0115 Fovárosi Jáhn Ferenc Dél-Pesti Kórháza";"06";"Fül-orr-gégegyógyászat";25;25;25;0;26,2;26,2;1844;1784;48;12;0;9575;7467;4,05;77,98;0,65;2007;"Önkormányzati kórházak"
"0115";"0115 Fovárosi Jáhn Ferenc Dél-Pesti Kórháza";"07";"Szemészet";25;25;25;0;25;25;2245;2242;3;0;102;9125;3661;1,63;40,12;0;2007;"Önkormányzati kórházak"
"0115";"0115 Fovárosi Jáhn Ferenc Dél-Pesti Kórháza";"09";"Neurológia";85;85;85;0;87,5;87,5;3032;2504;420;108;0;31925;23831;7,86;74,65;3,56;2007;"Önkormányzati kórházak"
"0115";"0115 Fovárosi Jáhn Ferenc Dél-Pesti Kórháza";"11";"Urológia";36;36;36;0;38,5;38,5;3043;2928;108;7;294;14040;10628;3,49;75,7;0,23;2007;"Önkormányzati kórházak"
"0115";"0115 Fovárosi Jáhn Ferenc Dél-Pesti Kórháza";"15";"Aneszteziológiai és intenzív betegellátás";22;22;22;0;22;22;1395;184;944;267;0;8030;6669;4,78;83,05;19,14;2007;"Önkormányzati kórházak"
"0115";"0115 Fovárosi Jáhn Ferenc Dél-Pesti Kórháza";"17";"Sürgosségi betegellátás";8;8;8;0;8;8;2516;2180;299;37;0;2920;2524;1;86,44;1,47;2007;"Önkormányzati kórházak"
"0115";"0115 Fovárosi Jáhn Ferenc Dél-Pesti Kórháza";"18";"Pszichiátria";33;33;33;0;32;32;476;305;164;7;0;11685;6598;13,86;56,47;1,47;2007;"Önkormányzati kórházak"
"0116";"0116 Fovárosi Péterfy S. Utcai KH-RI";"01";"Belgyógyászat";280;280;280;0;294,1;294,1;10350;8191;1583;576;0;107365;76156;7,36;70,93;5,57;2007;"Önkormányzati kórházak"
"0116";"0116 Fovárosi Péterfy S. Utcai KH-RI";"02";"Sebészet";60;60;60;0;61,2;61,2;2270;2074;135;61;0;22350;15122;6,66;67,66;2,69;2007;"Önkormányzati kórházak"
"0116";"0116 Fovárosi Péterfy S. Utcai KH-RI";"03";"Ortopédia-traumatológia";296;296;296;0;127;127;4809;4481;266;62;6;46342;31443;6,54;67,85;1,29;2007;"Önkormányzati kórházak"
"0116";"0116 Fovárosi Péterfy S. Utcai KH-RI";"04";"Szülészet-nogyógyászat";35;35;35;0;37,5;37,5;3896;3878;18;0;77;13675;10967;2,81;80,2;0;2007;"Önkormányzati kórházak"
"0116";"0116 Fovárosi Péterfy S. Utcai KH-RI";"05";"Csecsemo- és gyermekgyógyászat";25;25;25;0;26,2;26,2;788;788;0;0;0;9575;11182;14,19;116,78;0;2007;"Önkormányzati kórházak"
"0116";"0116 Fovárosi Péterfy S. Utcai KH-RI";"06";"Fül-orr-gégegyógyászat";17;17;17;0;17,7;17,7;1023;1012;6;5;2;6475;2510;2,45;38,76;0,49;2007;"Önkormányzati kórházak"
"0116";"0116 Fovárosi Péterfy S. Utcai KH-RI";"07";"Szemészet";15;15;15;0;16,2;16,2;1533;1510;22;1;4;5925;3484;2,27;58,8;0,07;2007;"Önkormányzati kórházak"
"0116";"0116 Fovárosi Péterfy S. Utcai KH-RI";"09";"Neurológia";50;50;50;0;51;51;1775;1557;133;85;0;18610;13231;7,45;71,1;4,79;2007;"Önkormányzati kórházak"
"0116";"0116 Fovárosi Péterfy S. Utcai KH-RI";"11";"Urológia";20;20;20;0;20;20;1259;1233;20;6;45;7300;4826;3,83;66,11;0,48;2007;"Önkormányzati kórházak"
"0116";"0116 Fovárosi Péterfy S. Utcai KH-RI";"12";"Onkológia, onkoradiológia";30;30;30;0;33,2;33,2;2349;2203;66;80;0;12130;8649;3,68;71,3;3,41;2007;"Önkormányzati kórházak"
"0116";"0116 Fovárosi Péterfy S. Utcai KH-RI";"15";"Aneszteziológiai és intenzív betegellátás";38;38;38;0;29;29;1604;359;982;263;0;10594;7194;4,49;67,91;16,4;2007;"Önkormányzati kórházak"
"0116";"0116 Fovárosi Péterfy S. Utcai KH-RI";"17";"Sürgosségi betegellátás";18;18;18;0;12;12;2835;2698;132;5;0;4386;2852;1,01;65,03;0,18;2007;"Önkormányzati kórházak"
"0116";"0116 Fovárosi Péterfy S. Utcai KH-RI";"18";"Pszichiátria";40;40;40;0;40;40;939;743;194;2;0;14600;9718;10,35;66,56;0,21;2007;"Önkormányzati kórházak"
"0118";"0118 Fovárosi Uzsoki Utcai KH-RI";"01";"Belgyógyászat";164;164;164;0;171,4;171,4;4833;3854;684;295;0;62560;43592;9,02;69,68;6,1;2007;"Önkormányzati kórházak"
"0118";"0118 Fovárosi Uzsoki Utcai KH-RI";"02";"Sebészet";64;64;64;0;64;64;3041;2655;328;58;5;23360;14498;4,77;62,06;1,91;2007;"Önkormányzati kórházak"
"0118";"0118 Fovárosi Uzsoki Utcai KH-RI";"04";"Szülészet-nogyógyászat";60;60;60;0;55,1;55,1;3694;3682;11;1;7;20100;13751;3,72;68,41;0,03;2007;"Önkormányzati kórházak"
"0118";"0118 Fovárosi Uzsoki Utcai KH-RI";"06";"Fül-orr-gégegyógyászat";22;22;22;0;26,4;26,4;1072;1022;28;22;0;9650;6388;5,96;66,2;2,05;2007;"Önkormányzati kórházak"
"0118";"0118 Fovárosi Uzsoki Utcai KH-RI";"07";"Szemészet";20;20;20;0;21,2;21,2;2136;2130;6;0;0;7750;3813;1,79;49,2;0;2007;"Önkormányzati kórházak"
"0118";"0118 Fovárosi Uzsoki Utcai KH-RI";"09";"Neurológia";45;45;45;0;45;45;1400;1115;226;59;0;16425;10971;7,84;66,79;4,21;2007;"Önkormányzati kórházak"
"0118";"0118 Fovárosi Uzsoki Utcai KH-RI";"10";"Ortopédia-traumatológia";60;60;60;0;64,9;64,9;4493;3895;590;8;175;23700;16523;3,68;69,72;0,18;2007;"Önkormányzati kórházak"
"0118";"0118 Fovárosi Uzsoki Utcai KH-RI";"11";"Urológia";32;32;32;0;32;32;1604;1561;40;3;2;11680;7251;4,52;62,08;0,19;2007;"Önkormányzati kórházak"
"0118";"0118 Fovárosi Uzsoki Utcai KH-RI";"12";"Onkológia, onkoradiológia";110;110;110;0;109;109;8084;8000;36;48;0;39790;42252;5,23;106,19;0,59;2007;"Önkormányzati kórházak"
"0118";"0118 Fovárosi Uzsoki Utcai KH-RI";"15";"Aneszteziológiai és intenzív betegellátás";13;13;13;0;13;13;422;35;253;134;0;4745;2274;5,39;47,92;31,75;2007;"Önkormányzati kórházak"
"0118";"0118 Fovárosi Uzsoki Utcai KH-RI";"19";"Tüdogyógyászat";20;20;20;0;24,9;24,9;709;593;55;61;0;9100;6745;9,51;74,12;8,6;2007;"Önkormányzati kórházak"
"0119";"0119 Fovárosi Nyíro Gyula KH-RI";"01";"Belgyógyászat";61;61;61;0;83,9;83,9;3428;2849;376;203;0;30635;23620;6,89;77,1;5,92;2007;"Önkormányzati kórházak"
"0119";"0119 Fovárosi Nyíro Gyula KH-RI";"02";"Sebészet";0;0;0;0;8,6;8,6;404;364;34;6;5;3150;1890;4,68;60;1,49;2007;"Önkormányzati kórházak"
"0119";"0119 Fovárosi Nyíro Gyula KH-RI";"04";"Szülészet-nogyógyászat";0;0;0;0;12,3;12,3;1200;1193;7;0;541;4500;3805;3,17;84,56;0;2007;"Önkormányzati kórházak"
"0119";"0119 Fovárosi Nyíro Gyula KH-RI";"09";"Neurológia";35;35;35;0;35;35;1102;986;85;31;0;12775;9347;8,48;73,17;2,81;2007;"Önkormányzati kórházak"
"0119";"0119 Fovárosi Nyíro Gyula KH-RI";"15";"Aneszteziológiai és intenzív betegellátás";5;5;5;0;5,7;5,7;423;96;234;93;0;2095;1436;3,39;68,54;21,99;2007;"Önkormányzati kórházak"
"0119";"0119 Fovárosi Nyíro Gyula KH-RI";"18";"Pszichiátria";152;152;152;0;145,8;145,8;3128;2278;809;41;0;53230;40647;12,99;76,36;1,31;2007;"Önkormányzati kórházak"
"0121";"0121 Fovárosi Önkormányzat Károlyi Sándor Kórház és Rendeloint.";"01";"Belgyógyászat";140;140;140;0;157,3;157,3;5957;4835;680;442;1;57400;48370;8,12;84,27;7,42;2007;"Önkormányzati kórházak"
"0121";"0121 Fovárosi Önkormányzat Károlyi Sándor Kórház és Rendeloint.";"02";"Sebészet";50;50;50;0;52,5;52,5;2017;1813;111;93;2;19150;12725;6,31;66,45;4,61;2007;"Önkormányzati kórházak"
"0121";"0121 Fovárosi Önkormányzat Károlyi Sándor Kórház és Rendeloint.";"03";"Ortopédia-traumatológia";110;110;110;0;113;113;5314;4855;404;55;36;41230;30185;5,68;73,21;1,04;2007;"Önkormányzati kórházak"
"0121";"0121 Fovárosi Önkormányzat Károlyi Sándor Kórház és Rendeloint.";"04";"Szülészet-nogyógyászat";0;0;0;0;11,1;11,1;1058;1054;4;0;258;4050;3419;3,23;84,42;0;2007;"Önkormányzati kórházak"
"0121";"0121 Fovárosi Önkormányzat Károlyi Sándor Kórház és Rendeloint.";"09";"Neurológia";40;40;40;0;42,5;42,5;1656;1516;119;21;0;15500;12270;7,41;79,16;1,27;2007;"Önkormányzati kórházak"
"0121";"0121 Fovárosi Önkormányzat Károlyi Sándor Kórház és Rendeloint.";"11";"Urológia";0;0;0;0;6,2;6,2;324;312;9;3;6;2250;1133;3,5;50,36;0,93;2007;"Önkormányzati kórházak"
"0121";"0121 Fovárosi Önkormányzat Károlyi Sándor Kórház és Rendeloint.";"15";"Aneszteziológiai és intenzív betegellátás";10;10;10;0;11,2;11,2;266;38;132;96;0;4100;2017;7,58;49,2;36,09;2007;"Önkormányzati kórházak"
"0122";"0122 Fovárosi Heim Pál Gyermekkórház";"05";"Csecsemo- és gyermekgyógyászat";434;434;434;0;460,1;460,1;24275;23390;873;12;19;167950;88306;3,64;52,58;0,05;2007;"Önkormányzati kórházak"
"0123";"0123 Magyarországi Református Egyház Bethesda Gyermekkórháza, Bp.";"02";"Sebészet";26;26;26;0;26,7;26,7;1742;1693;49;0;3;9760;5404;3,1;55,37;0;2007;"Egyházi kórházak"
"0123";"0123 Magyarországi Református Egyház Bethesda Gyermekkórháza, Bp.";"05";"Csecsemo- és gyermekgyógyászat";84;84;84;0;90,7;90,7;3864;3787;74;3;0;33090;17626;4,56;53,27;0,08;2007;"Egyházi kórházak"
"0123";"0123 Magyarországi Református Egyház Bethesda Gyermekkórháza, Bp.";"06";"Fül-orr-gégegyógyászat";10;10;10;0;12,5;12,5;1053;1051;2;0;0;4550;1600;1,52;35,16;0;2007;"Egyházi kórházak"
"0123";"0123 Magyarországi Református Egyház Bethesda Gyermekkórháza, Bp.";"15";"Aneszteziológiai és intenzív betegellátás";9;9;9;0;9,5;9,5;187;51;129;7;0;3465;1790;9,57;51,66;3,74;2007;"Egyházi kórházak"
"0123";"0123 Magyarországi Református Egyház Bethesda Gyermekkórháza, Bp.";"17";"Sürgosségi betegellátás";6;6;6;0;3,5;3,5;238;182;56;0;1;1284;240;1,01;18,69;0;2007;"Egyházi kórházak"
"0127";"0127 Fovárosi Szent László Kórház";"01";"Belgyógyászat";0;0;0;0;39,7;39,7;475;414;32;29;0;14480;7170;15,09;49,52;6,11;2007;"Önkormányzati kórházak"
"0127";"0127 Fovárosi Szent László Kórház";"02";"Sebészet";0;0;0;0;11,1;11,1;332;277;43;12;0;4050;2067;6,23;51,04;3,61;2007;"Önkormányzati kórházak"
"0127";"0127 Fovárosi Szent László Kórház";"05";"Csecsemo- és gyermekgyógyászat";0;0;0;0;42,6;42,6;2550;2532;18;0;0;15540;7269;2,85;46,78;0;2007;"Önkormányzati kórházak"
"0127";"0127 Fovárosi Szent László Kórház";"06";"Fül-orr-gégegyógyászat";0;0;0;0;6,4;6,4;585;576;9;0;2;2340;1264;2,16;54,02;0;2007;"Önkormányzati kórházak"
"0127";"0127 Fovárosi Szent László Kórház";"12";"Onkológia, onkoradiológia";0;0;0;0;18,8;18,8;2911;2893;15;3;0;6878;5512;1,89;80,14;0,1;2007;"Önkormányzati kórházak"
"0127";"0127 Fovárosi Szent László Kórház";"15";"Aneszteziológiai és intenzív betegellátás";0;0;0;0;7,9;7,9;192;48;102;42;0;2894;1239;6,45;42,81;21,88;2007;"Önkormányzati kórházak"
"0127";"0127 Fovárosi Szent László Kórház";"16";"Infektológia";0;0;0;0;148,7;124,9;3014;2748;163;103;3;45593;21439;7,11;47,02;3,42;2007;"Önkormányzati kórházak"
"0140";"0140 Semmelweis Egyetem, Budapest";"01";"Belgyógyászat";347;347;347;0;372,9;372,1;21396;17816;3075;505;2333;135831;110935;5,18;81,67;2,36;2007;"Klinikák"
"0140";"0140 Semmelweis Egyetem, Budapest";"02";"Sebészet";306;306;306;0;333,1;331,3;15832;11938;3776;118;185;120941;91657;5,78;75,79;0,75;2007;"Klinikák"
"0140";"0140 Semmelweis Egyetem, Budapest";"03";"Ortopédia-traumatológia";0;0;0;0;6,9;6,9;148;148;0;0;0;2520;593;4,01;23,53;0;2007;"Klinikák"
"0140";"0140 Semmelweis Egyetem, Budapest";"04";"Szülészet-nogyógyászat";200;200;200;0;220,7;220,7;17005;16613;391;1;195;80560;74027;4,35;91,89;0,01;2007;"Klinikák"
"0140";"0140 Semmelweis Egyetem, Budapest";"05";"Csecsemo- és gyermekgyógyászat";320;320;320;0;331,4;331,4;18181;17193;863;125;5;120940;96283;5,3;79,61;0,69;2007;"Klinikák"
"0140";"0140 Semmelweis Egyetem, Budapest";"06";"Fül-orr-gégegyógyászat";36;36;36;0;37;37;2910;2880;29;1;4;13500;7334;2,52;54,33;0,03;2007;"Klinikák"
"0140";"0140 Semmelweis Egyetem, Budapest";"07";"Szemészet";70;70;70;0;83,3;83,3;6949;6931;18;0;173;30410;21036;3,03;69,17;0;2007;"Klinikák"
